clade_name	A01_02_1FE	A02_01_1FE	A03_01_1FE	A04_01_1FE	A04_04_1FE	A05_01_1FE	A06_01_1FE	A07_01_1FE	A08_01_1FE	A09_01_1FE	A09_02_1FE	A10_01_1FE	A10_02_1FE	A11_01_1FE	A13_01_1FE	A13_03_1FE	A14_01_1FE	A15_02_1FE	A19_01_1FE	A19_03_1FE	A20_01_1FE	A20_03_1FE	A22_01_1FE	A23_01_1FE	A24_02_1FE	A24_04_1FE	A25_01_1FE	A26_01_1FE	A27_02_1FE	A28_02_1FE	A29_01_1FE	A32_01_1FE	A34_01_1FE	A34_02_1FE	A35_01_1FE	A36_01_1FE	A36_02_1FE	A37_02_1FE	A39_01_1FE	A39_02_1FE	A39_04_1FE	A40_02_1FE	A41_01_1FE	A42_02_1FE	A43_02_1FE	A44_01_1FE	A45_02_1FE	A46_01_1FE	A46_02_1FE	A47_01_1FE	A47_02_1FE	A48_01_1FE	A48_05_1FE	A49_01_1FE	A53_01_1FE	A54_02_1FE	A55_01_1FE	A55_02_1FE	A56_01_1FE	A58_01_1FE	A58_03_1FE	A59_01_1FE	A62_01_1FE	A62_03_1FE	A66_02_1FE	A67_01_1FE	A68_01_1FE	A69_01_1FE	A69_02_1FE	A70_01_1FE	A70_03_1FE	A70_04_1FE	A72_01_1FE	A72_02_1FE	A73_01_1FE	A73_02_1FE	A75_02_1FE	A79_02_1FE	A81_01_1FE	A81_03_1FE	A82_02_1FE	A83_02_1FE	A85_01_1FE	A88_02_1FE	A89_01_1FE	A89_02_1FE	A90_03_1FE	A90_04_1FE	A91_01_1FE	A91_02_1FE	A92_01_1FE	A93_01_1FE	A94_01_1FE	A94_02_1FE	A94_03_1FE	A95_01_1FE	V01_01_1FE	V06_02_1FE	V07_01_2FE	V07_02_2FE	V12_01_2FE	V18_02_1FE	V19_01_2FE	V19_02_2FE	V30_01_1FE	V31_01_2FE	V32_02_2FE	V36_02_2FE	V40_01_1FE	V48_03_2FE	V50_01_1FE	V50_01_2FE	V50_02_1FE	V53_02_1FE	V54_01_1FE
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB4664|s__GGB4664_SGB6452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05252	0	0	0	0	0	0	0	0	0	0	0.00724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05627	0.05515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03102	0	0.00449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913	0	0	0.05389	0	0	0	0	0	0	0	0	0	0.00227	0	0.03704	1.09466	0	0	0	0	0.18272	0	0	0	0	0	0	0.05303	0	0	0	0	0	0	0	0	0	0	0	0.05506	0	0.00643	0	0	0	0	0	0	0	0	0.00153	0	0	0	0	0.00142	0	0	0	0	0.00278	0	0	0	0.30789	0	0	0	0	0.00703
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04367	0	0	0	0	0	0	0	0	0	0	0.00335	0	0	0	0	0	0	0.08239	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1239|s__GGB1239_SGB1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618	0	0	0.00214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899|g__GGB4609|s__GGB4609_SGB6383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0.01601	0	0.00087	0	0	0	0	0	0	0	0	0.00189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1425|o__OFGB1425|f__FGB1425|g__GGB3491|s__GGB3491_SGB4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0.00905	0.00775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567	0	0	0	0	0	0	0	0.00591	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111	0	0	0	0	0	0	0	0	0.00492	0	0	0.15814	0	0	0	0	0	0.00421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0.00384	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_sulfureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei|t__SGB1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35935	0	0.05263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01022	0	0	0	0	0	0	0	0	23.22454	0.00919	0	0.17134	0.01821	0	0	0	0	1.62674	0	0.0124	0	0	0	0	0	0	0	0	0	0	0	0.05877	0	0.00479	0	0	0.03522	0	0	0	0	0	0	0	0	0.1664	0	0.00498	0	0	0	0	0.00145	0	0.36096	0	0	0	0	0	0	0	0	0	0	0.00549	0.02598
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_confusa|t__SGB29581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_AM10_21B|t__SGB1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1289|o__OFGB1289|f__FGB1289|g__GGB3106|s__GGB3106_SGB4115|t__SGB4115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06739	0.12398	0	0	0	0	0	0	0	0	0.02531	0.00545	0	0	0	0	0	0	0	0	0	0	0.02218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01502	0	0	0	0	0	0	0	0	0	0	0	0.00355	0.00369	0.00242	0	0	0	0.45895	0	0	0.00369	0.19029	0	0	0	0	0	0	0	0	0	0	0	0	0.07734	0	0	0	0	0	0	0	0	0	0	0.00125	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB4664|s__GGB4664_SGB6452|t__SGB6452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05252	0	0	0	0	0	0	0	0	0	0	0.00724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05627	0.05515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__SGB1949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03102	0	0.00449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913	0	0	0.05389	0	0	0	0	0	0	0	0	0	0.00227	0	0.03704	1.09466	0	0	0	0	0.18272	0	0	0	0	0	0	0.05303	0	0	0	0	0	0	0	0	0	0	0	0.05506	0	0.00643	0	0	0	0	0	0	0	0	0.00153	0	0	0	0	0.00142	0	0	0	0	0.00278	0	0	0	0.30789	0	0	0	0	0.00703
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__SGB14798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04367	0	0	0	0	0	0	0	0	0	0	0.00335	0	0	0	0	0	0	0.08239	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1239|s__GGB1239_SGB1658|t__SGB1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618	0	0	0.00214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899|g__GGB4609|s__GGB4609_SGB6383|t__SGB6383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0.01601	0	0.00087	0	0	0	0	0	0	0	0	0.00189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1425|o__OFGB1425|f__FGB1425|g__GGB3491|s__GGB3491_SGB4665|t__SGB4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0.00905	0.00775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567	0	0	0	0	0	0	0	0.00591	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__SGB1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111	0	0	0	0	0	0	0	0	0.00492	0	0	0.15814	0	0	0	0	0	0.00421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0.00384	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_sulfureus|t__SGB7974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.00068	0	0	0	0.00063	0	0	0	0.00061	0	0	0	0	0	0	0	0.00152	0	0	0.03197	0	0	0	0.00368	0	0	0	0.37389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07294	0	0	0.21509	0	0.0029	0	0	0.20502	0	0	0	0.03565	0	0	0	0	0	0	0.00337	0	0	0	0	0.00195	0	0	0	0	0	0	0.20626	0	0	0	0	0.26298	0	0
k__Bacteria|p__Firmicutes|c__CFGB76560|o__OFGB76560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.00068	0	0	0	0.00063	0	0	0	0.00061	0	0	0	0	0	0	0	0.00152	0	0	0.03197	0	0	0	0.00368	0	0	0	0.37389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07294	0	0	0.21509	0	0.0029	0	0	0.20502	0	0	0	0.03565	0	0	0	0	0	0	0.00337	0	0	0	0	0.00195	0	0	0	0	0	0	0.20626	0	0	0	0	0.26298	0	0
k__Bacteria|p__Firmicutes|c__CFGB76560|o__OFGB76560|f__FGB76560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.00068	0	0	0	0.00063	0	0	0	0.00061	0	0	0	0	0	0	0	0.00152	0	0	0.03197	0	0	0	0.00368	0	0	0	0.37389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07294	0	0	0.21509	0	0.0029	0	0	0.20502	0	0	0	0.03565	0	0	0	0	0	0	0.00337	0	0	0	0	0.00195	0	0	0	0	0	0	0.20626	0	0	0	0	0.26298	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01752	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9262	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB39037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00963	0	0	0	0	0	0.48367	0	0	0	0	0	0	0	0	0	0	0	0	0.01406	0	0	0.0139	0	0	0	0	0	0	0.32294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01263	0	0.02344	0	0	0	0	0	0.00759	0	0	0.02571	0	0	0	0.53599	0	0.01229	0	0	0	0	0.12509	0	0.01007	0	0	0	0	0	0.07298	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB79890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00797	0.05022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03111	0.06495	0	0.00024	0	0	0	0	0	0	0	0	0.01813	0	0	0	0	0	0.02368	0.0003	0.21692	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00559	0	0.02267	0.00043	0	0	0	0	0	0.00703	0	0	0	0	0.23035	0	0	0	0	0.00115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228	0.00462	0.0022	0	0.02566	0	0	0	0	0	0.00411	0	0	0	0	0	0	0	0	0.00383	0	0	0	0	0	0.01287	0	0	0	0.19284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00546	0	0	0	0.01555	0.09613	0.00061	0	0.02445	0	0	0.00694	0	0	0.01811	0	0	0	0	0	0	0.00188	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76560|o__OFGB76560|f__FGB76560|g__GGB18456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.00068	0	0	0	0.00063	0	0	0	0.00061	0	0	0	0	0	0	0	0.00152	0	0	0.03197	0	0	0	0.00368	0	0	0	0.37389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07294	0	0	0.21509	0	0.0029	0	0	0.20502	0	0	0	0.03565	0	0	0	0	0	0	0.00337	0	0	0	0	0.00195	0	0	0	0	0	0	0.20626	0	0	0	0	0.26298	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0.00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10312|o__OFGB10312|f__FGB10312|g__GGB4644|s__GGB4644_SGB6430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07903	0.04968	0	0	0.01586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00E-05	0	0.15552	0	0.0041	0	0	0	0	0	0	0	0.10061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114	0	0	0.0031	0	0	0	0	0.02126	0	0	0	0	0	0	0	0.00531	0	0
k__Bacteria|p__Firmicutes|c__CFGB9298|o__OFGB9298|f__FGB9298|g__GGB27377|s__GGB27377_SGB13972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10681	0	0.01213	0	0	0	0.01071	0	0	0.01214	0.00886	0	0	0	0	0	0	0	0	0.00441	0	0.10451	0	0.03129	0	0.01946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00578	0	0	0	0	0	0	0	0	0	0.56438	0	0.07438	0	0.17382	0.06474	0	0	0	0	0.00265	0	0.00455	0	0	0	11.95016	0	0.7557	0	0	0	0	0	0.08656	0	0	0	0	0.77199	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella|s__Mesosutterella_multiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01752	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9262	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasivariicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01283	0	0	0	0	0	0	0	0.00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287	0.01007	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2947|o__OFGB2947|f__FGB2947|g__GGB38716|s__GGB38716_SGB53365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144	0	0.02114	0	0.0417	0	0.02189	0	0	0	0	0	0	0	0	0	0	0	0	0.02047	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0.00573	0	0	0	0	0	0	0	0.01586	0	0	0.17066	0.00074	0.30991	0	0.00524	0	0.00746	0	0.06281	0	0.02074	0.10465	0	0	0	0	0	0.81427	0	0	0	0	0.35232	0.00489	0.04063	0	0	0	0	0	0	0	0	0	0.05021	0.05453	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_huaxiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01199	0	0	0	0	0	0	0	0	0.0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0	0.07961	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB39037|s__GGB39037_SGB4393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00963	0	0	0	0	0	0.48367	0	0	0	0	0	0	0	0	0	0	0	0	0.01406	0	0	0.0139	0	0	0	0	0	0	0.32294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01263	0	0.02344	0	0	0	0	0	0.00759	0	0	0.02571	0	0	0	0.53599	0	0.01229	0	0	0	0	0.12509	0	0.01007	0	0	0	0	0	0.07298	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB79890|s__GGB79890_SGB14770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00797	0.05022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03111	0.06495	0	0.00024	0	0	0	0	0	0	0	0	0.01813	0	0	0	0	0	0.02368	0.0003	0.21692	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00559	0	0.02267	0.00043	0	0	0	0	0	0.00703	0	0	0	0	0.23035	0	0	0	0	0.00115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_lascolaii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_SGB14211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02344	0	0	0	0	0	0.00317	0	0.00269	0.02782	0	0	0	0	0	0	0	0	0	0	0	0.00636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
