"sample_id","sample_id_metaphlan","subject_id","study_readable","species","sex","age","weight","antibiotics","medications","Hill's/Public","Facility/Household"
"F-50183826-003S_HPN2131_S437","F-50183826-003S_HPN2131_S437","17420","Cross-sectional Study1","dog","Male",0.51,3.6,"No","No","Hill's","Facility"
"F-50183827-003S_HPN2131_S446","F-50183827-003S_HPN2131_S446","17420","Cross-sectional Study1","dog","Male",0.76,4.5,"No","No","Hill's","Facility"
"F-50183828-003S_HPN2131_S438","F-50183828-003S_HPN2131_S438","17424","Cross-sectional Study1","dog","Male",0.47,4.13,"No","No","Hill's","Facility"
"F-50183829-003S_HPN2131_S447","F-50183829-003S_HPN2131_S447","17424","Cross-sectional Study1","dog","Male",0.72,5.6,"No","No","Hill's","Facility"
"F-50183830-003S_HPN2131_S456","F-50183830-003S_HPN2131_S456","17424","Cross-sectional Study1","dog","Male",0.97,5.4,"No","No","Hill's","Facility"
"F-50183831-003S_HPN2131_S461","F-50183831-003S_HPN2131_S461","17428","Cross-sectional Study1","dog","Female",1,4.5,"No","No","Hill's","Facility"
"F-50183832-003S_HPN2131_S470","F-50183832-003S_HPN2131_S470","17428","Cross-sectional Study1","dog","Female",1.25,4.2,"No","No","Hill's","Facility"
"F-50183834-003S_HPN2131_S469","F-50183834-003S_HPN2131_S469","17419","Cross-sectional Study1","dog","Male",1.27,4.4,"No","No","Hill's","Facility"
"F-50183836-003S_HPN2131_S443","F-50183836-003S_HPN2131_S443","17428","Cross-sectional Study1","dog","Female",0.49,3.8,"No","No","Hill's","Facility"
"F-50183837-003S_HPN2131_S452","F-50183837-003S_HPN2131_S452","17428","Cross-sectional Study1","dog","Female",0.74,4.4,"No","No","Hill's","Facility"
"F-50183838-003S_HPN2131_S442","F-50183838-003S_HPN2131_S442","17419","Cross-sectional Study1","dog","Male",0.52,3.7,"No","No","Hill's","Facility"
"F-50183839-003S_HPN2131_S451","F-50183839-003S_HPN2131_S451","17419","Cross-sectional Study1","dog","Male",0.77,4.7,"No","No","Hill's","Facility"
"F-50183840-003S_HPN2131_S460","F-50183840-003S_HPN2131_S460","17419","Cross-sectional Study1","dog","Male",1.02,4.3,"No","No","Hill's","Facility"
"F-50183841-003S_HPN2131_S459","F-50183841-003S_HPN2131_S459","17425","Cross-sectional Study1","dog","Male",0.99,4.4,"No","No","Hill's","Facility"
"F-50183842-003S_HPN2131_S468","F-50183842-003S_HPN2131_S468","17425","Cross-sectional Study1","dog","Male",1.24,4.5,"No","No","Hill's","Facility"
"F-50183844-003S_HPN2131_S462","F-50183844-003S_HPN2131_S462","17423","Cross-sectional Study1","dog","Male",1.24,8.8,"No","No","Hill's","Facility"
"F-50183846-003S_HPN2131_S441","F-50183846-003S_HPN2131_S441","17425","Cross-sectional Study1","dog","Male",0.49,4,"No","No","Hill's","Facility"
"F-50183847-003S_HPN2131_S450","F-50183847-003S_HPN2131_S450","17425","Cross-sectional Study1","dog","Male",0.74,4.9,"No","No","Hill's","Facility"
"F-50183848-003S_HPN2131_S435","F-50183848-003S_HPN2131_S435","17423","Cross-sectional Study1","dog","Male",0.49,6,"No","No","Hill's","Facility"
"F-50183849-003S_HPN2131_S444","F-50183849-003S_HPN2131_S444","17423","Cross-sectional Study1","dog","Male",0.74,8.1,"No","No","Hill's","Facility"
"F-50183850-003S_HPN2131_S453","F-50183850-003S_HPN2131_S453","17423","Cross-sectional Study1","dog","Male",0.99,9,"No","No","Hill's","Facility"
"F-50183851-003S_HPN2131_S454","F-50183851-003S_HPN2131_S454","17421","Cross-sectional Study1","dog","Male",1.01,3.3,"No","No","Hill's","Facility"
"F-50183852-003S_HPN2131_S463","F-50183852-003S_HPN2131_S463","17421","Cross-sectional Study1","dog","Male",1.27,3.9,"No","No","Hill's","Facility"
"F-50183967-003S_HPN2131_S512","F-50183967-003S_HPN2131_S512","17391","Cross-sectional Study1","dog","Male",1.19,7.7,"No","No","Hill's","Facility"
"F-50183972-003S_HPN2131_S497","F-50183972-003S_HPN2131_S497","17391","Cross-sectional Study1","dog","Male",0.72,6.9,"No","No","Hill's","Facility"
"F-50183973-003S_HPN2131_S506","F-50183973-003S_HPN2131_S506","17391","Cross-sectional Study1","dog","Male",0.96,7.6,"No","No","Hill's","Facility"
"F-50183974-003S_HPN2131_S502","F-50183974-003S_HPN2131_S502","17393","Cross-sectional Study1","dog","Female",0.73,4.3,"No","No","Hill's","Facility"
"F-50183975-003S_HPN2131_S508","F-50183975-003S_HPN2131_S508","17393","Cross-sectional Study1","dog","Female",0.98,4.5,"No","No","Hill's","Facility"
"F-50183976-003S_HPN2131_S514","F-50183976-003S_HPN2131_S514","17393","Cross-sectional Study1","dog","Female",1.21,4.5,"No","No","Hill's","Facility"
"F-50183977-003S_HPN2131_S513","F-50183977-003S_HPN2131_S513","17377","Cross-sectional Study1","dog","Male",1.23,4.2,"No","No","Hill's","Facility"
"F-50183982-003S_HPN2131_S501","F-50183982-003S_HPN2131_S501","17377","Cross-sectional Study1","dog","Male",0.75,4.3,"No","No","Hill's","Facility"
"F-50183983-003S_HPN2131_S507","F-50183983-003S_HPN2131_S507","17377","Cross-sectional Study1","dog","Male",1,4.5,"No","No","Hill's","Facility"
"F-50183984-003S_HPN2131_S503","F-50183984-003S_HPN2131_S503","17378","Cross-sectional Study1","dog","Female",0.75,3,"No","No","Hill's","Facility"
"F-50183985-003S_HPN2131_S509","F-50183985-003S_HPN2131_S509","17378","Cross-sectional Study1","dog","Female",1,2.9,"No","No","Hill's","Facility"
"F-50183986-003S_HPN2131_S515","F-50183986-003S_HPN2131_S515","17378","Cross-sectional Study1","dog","Female",1.27,3,"No","No","Hill's","Facility"
"F-50183987-003S_HPN2131_S511","F-50183987-003S_HPN2131_S511","17392","Cross-sectional Study1","dog","Female",1.21,2,"No","No","Hill's","Facility"
"F-50183990-003S_HPN2131_S495","F-50183990-003S_HPN2131_S495","17394","Cross-sectional Study1","dog","Female",0.73,5.1,"No","No","Hill's","Facility"
"F-50183991-003S_HPN2131_S504","F-50183991-003S_HPN2131_S504","17394","Cross-sectional Study1","dog","Female",0.98,5.3,"No","No","Hill's","Facility"
"F-50183992-003S_HPN2131_S510","F-50183992-003S_HPN2131_S510","17394","Cross-sectional Study1","dog","Female",1.22,5.2,"No","No","Hill's","Facility"
"F-50183995-003S_HPN2131_S496","F-50183995-003S_HPN2131_S496","17392","Cross-sectional Study1","dog","Female",0.72,2.4,"No","No","Hill's","Facility"
"F-50183996-003S_HPN2131_S505","F-50183996-003S_HPN2131_S505","17392","Cross-sectional Study1","dog","Female",0.97,2.5,"No","No","Hill's","Facility"
"F-50183997-003S_HPN2131_S485","F-50183997-003S_HPN2131_S485","17497","Cross-sectional Study1","dog","Male",0.74,6.1,"No","No","Hill's","Facility"
"F-50183998-003S_HPN2131_S491","F-50183998-003S_HPN2131_S491","17497","Cross-sectional Study1","dog","Male",1,6.2,"No","No","Hill's","Facility"
"F-50184000-003S_HPN2131_S489","F-50184000-003S_HPN2131_S489","17498","Cross-sectional Study1","dog","Female",1,6.2,"No","No","Hill's","Facility"
"F-50184002-003S_HPN2131_S472","F-50184002-003S_HPN2131_S472","17496","Cross-sectional Study1","dog","Female",0.27,2,"No","No","Hill's","Facility"
"F-50184003-003S_HPN2131_S478","F-50184003-003S_HPN2131_S478","17496","Cross-sectional Study1","dog","Female",0.52,3.6,"No","No","Hill's","Facility"
"F-50184004-003S_HPN2131_S471","F-50184004-003S_HPN2131_S471","17498","Cross-sectional Study1","dog","Female",0.24,2.8,"No","No","Hill's","Facility"
"F-50184005-003S_HPN2131_S477","F-50184005-003S_HPN2131_S477","17498","Cross-sectional Study1","dog","Female",0.48,5,"No","No","Hill's","Facility"
"F-50184006-003S_HPN2131_S483","F-50184006-003S_HPN2131_S483","17498","Cross-sectional Study1","dog","Female",0.74,5.9,"No","No","Hill's","Facility"
"F-50184007-003S_HPN2131_S493","F-50184007-003S_HPN2131_S493","17495","Cross-sectional Study1","dog","Male",1.04,5.4,"No","No","Hill's","Facility"
"F-50184009-003S_HPN2131_S473","F-50184009-003S_HPN2131_S473","17497","Cross-sectional Study1","dog","Male",0.24,2.5,"No","No","Hill's","Facility"
"F-50184010-003S_HPN2131_S479","F-50184010-003S_HPN2131_S479","17497","Cross-sectional Study1","dog","Male",0.48,4.8,"No","No","Hill's","Facility"
"F-50184011-003S_HPN2131_S475","F-50184011-003S_HPN2131_S475","17495","Cross-sectional Study1","dog","Male",0.27,2.3,"No","No","Hill's","Facility"
"F-50184012-003S_HPN2131_S481","F-50184012-003S_HPN2131_S481","17495","Cross-sectional Study1","dog","Male",0.52,4.3,"No","No","Hill's","Facility"
"F-50184013-003S_HPN2131_S487","F-50184013-003S_HPN2131_S487","17495","Cross-sectional Study1","dog","Male",0.77,5.2,"No","No","Hill's","Facility"
"F-50184014-003S_HPN2131_S486","F-50184014-003S_HPN2131_S486","17494","Cross-sectional Study1","dog","Female",0.81,4,"No","No","Hill's","Facility"
"F-50184015-003S_HPN2131_S492","F-50184015-003S_HPN2131_S492","17494","Cross-sectional Study1","dog","Female",1.06,4.4,"No","No","Hill's","Facility"
"F-50184017-003S_HPN2131_S494","F-50184017-003S_HPN2131_S494","17493","Cross-sectional Study1","dog","Female",1.06,5.4,"No","No","Hill's","Facility"
"F-50184019-003S_HPN2131_S474","F-50184019-003S_HPN2131_S474","17494","Cross-sectional Study1","dog","Female",0.29,2.2,"No","No","Hill's","Facility"
"F-50184020-003S_HPN2131_S480","F-50184020-003S_HPN2131_S480","17494","Cross-sectional Study1","dog","Female",0.56,3.5,"No","No","Hill's","Facility"
"F-50184021-003S_HPN2131_S476","F-50184021-003S_HPN2131_S476","17493","Cross-sectional Study1","dog","Female",0.29,2.7,"No","No","Hill's","Facility"
"F-50184022-003S_HPN2131_S482","F-50184022-003S_HPN2131_S482","17493","Cross-sectional Study1","dog","Female",0.54,4.5,"No","No","Hill's","Facility"
"F-50184023-003S_HPN2131_S488","F-50184023-003S_HPN2131_S488","17493","Cross-sectional Study1","dog","Female",0.79,5.2,"No","No","Hill's","Facility"
"F-50184024-003S_HPN2131_S484","F-50184024-003S_HPN2131_S484","17496","Cross-sectional Study1","dog","Female",0.78,4.1,"No","No","Hill's","Facility"
"F-50184025-003S_HPN2131_S490","F-50184025-003S_HPN2131_S490","17496","Cross-sectional Study1","dog","Female",1.04,4.3,"No","No","Hill's","Facility"
"F-50184027-003S_HPN2131_S527","F-50184027-003S_HPN2131_S527","17411","Cross-sectional Study1","dog","Female",1,7.8,"No","No","Hill's","Facility"
"F-50184028-003S_HPN2131_S532","F-50184028-003S_HPN2131_S532","17411","Cross-sectional Study1","dog","Female",1.26,8.4,"No","No","Hill's","Facility"
"F-50184030-003S_HPN2131_S531","F-50184030-003S_HPN2131_S531","17410","Cross-sectional Study1","dog","Female",1.26,5.6,"No","No","Hill's","Facility"
"F-50184032-003S_HPN2131_S517","F-50184032-003S_HPN2131_S517","17411","Cross-sectional Study1","dog","Female",0.5,6.6,"No","No","Hill's","Facility"
"F-50184033-003S_HPN2131_S522","F-50184033-003S_HPN2131_S522","17411","Cross-sectional Study1","dog","Female",0.75,7.6,"No","No","Hill's","Facility"
"F-50184034-003S_HPN2131_S516","F-50184034-003S_HPN2131_S516","17410","Cross-sectional Study1","dog","Female",0.5,5.2,"No","No","Hill's","Facility"
"F-50184035-003S_HPN2131_S521","F-50184035-003S_HPN2131_S521","17410","Cross-sectional Study1","dog","Female",0.75,5.6,"No","No","Hill's","Facility"
"F-50184036-003S_HPN2131_S526","F-50184036-003S_HPN2131_S526","17410","Cross-sectional Study1","dog","Female",1,5.3,"No","No","Hill's","Facility"
"F-50184037-003S_HPN2131_S533","F-50184037-003S_HPN2131_S533","17412","Cross-sectional Study1","dog","Male",1.26,7.7,"No","No","Hill's","Facility"
"F-50184039-003S_HPN2131_S518","F-50184039-003S_HPN2131_S518","17412","Cross-sectional Study1","dog","Male",0.5,6.5,"No","No","Hill's","Facility"
"F-50184040-003S_HPN2131_S523","F-50184040-003S_HPN2131_S523","17412","Cross-sectional Study1","dog","Male",0.75,7.5,"No","No","Hill's","Facility"
"F-50184041-003S_HPN2131_S528","F-50184041-003S_HPN2131_S528","17412","Cross-sectional Study1","dog","Male",1,8,"No","No","Hill's","Facility"
"F-50184042-003S_HPN2131_S529","F-50184042-003S_HPN2131_S529","17413","Cross-sectional Study1","dog","Male",1,7.1,"No","No","Hill's","Facility"
"F-50184043-003S_HPN2131_S534","F-50184043-003S_HPN2131_S534","17413","Cross-sectional Study1","dog","Male",1.26,7.2,"No","No","Hill's","Facility"
"F-50184045-003S_HPN2131_S535","F-50184045-003S_HPN2131_S535","17414","Cross-sectional Study1","dog","Male",1.26,7.4,"No","No","Hill's","Facility"
"F-50184047-003S_HPN2131_S519","F-50184047-003S_HPN2131_S519","17413","Cross-sectional Study1","dog","Male",0.5,6.2,"No","No","Hill's","Facility"
"F-50184048-003S_HPN2131_S524","F-50184048-003S_HPN2131_S524","17413","Cross-sectional Study1","dog","Male",0.75,7.2,"No","No","Hill's","Facility"
"F-50184049-003S_HPN2131_S520","F-50184049-003S_HPN2131_S520","17414","Cross-sectional Study1","dog","Male",0.51,6.6,"No","No","Hill's","Facility"
"F-50184050-003S_HPN2131_S525","F-50184050-003S_HPN2131_S525","17414","Cross-sectional Study1","dog","Male",0.76,7.5,"No","No","Hill's","Facility"
"F-50184051-003S_HPN2131_S530","F-50184051-003S_HPN2131_S530","17414","Cross-sectional Study1","dog","Male",1.01,7.8,"No","No","Hill's","Facility"
"F-50186576-003S_HPN2131_S539","F-50186576-003S_HPN2131_S539","17583","Cross-sectional Study1","dog","Male",0.27,2.8,"No","Yes","Hill's","Facility"
"F-50186577-003S_HPN2131_S546","F-50186577-003S_HPN2131_S546","17583","Cross-sectional Study1","dog","Male",0.52,5.2,"No","Yes","Hill's","Facility"
"F-50186578-003S_HPN2131_S542","F-50186578-003S_HPN2131_S542","17584","Cross-sectional Study1","dog","Female",0.27,2.7,"No","Yes","Hill's","Facility"
"F-50186579-003S_HPN2131_S549","F-50186579-003S_HPN2131_S549","17584","Cross-sectional Study1","dog","Female",0.53,4.9,"Yes","Yes","Hill's","Facility"
"F-50186580-003S_HPN2131_S556","F-50186580-003S_HPN2131_S556","17584","Cross-sectional Study1","dog","Female",0.77,5.4,"No","Yes","Hill's","Facility"
"F-50186581-003S_HPN2131_S554","F-50186581-003S_HPN2131_S554","17585","Cross-sectional Study1","dog","Male",0.76,5.6,"No","Yes","Hill's","Facility"
"F-50186586-003S_HPN2131_S540","F-50186586-003S_HPN2131_S540","17585","Cross-sectional Study1","dog","Male",0.27,3.4,"No","Yes","Hill's","Facility"
"F-50186587-003S_HPN2131_S547","F-50186587-003S_HPN2131_S547","17585","Cross-sectional Study1","dog","Male",0.52,5.5,"No","Yes","Hill's","Facility"
"F-50186588-003S_HPN2131_S541","F-50186588-003S_HPN2131_S541","17579","Cross-sectional Study1","dog","Male",0.27,2.4,"No","Yes","Hill's","Facility"
"F-50186589-003S_HPN2131_S548","F-50186589-003S_HPN2131_S548","17579","Cross-sectional Study1","dog","Male",0.52,3.5,"No","Yes","Hill's","Facility"
"F-50186590-003S_HPN2131_S555","F-50186590-003S_HPN2131_S555","17579","Cross-sectional Study1","dog","Male",0.77,3.8,"No","Yes","Hill's","Facility"
"F-50186593-003S_HPN2131_S537","F-50186593-003S_HPN2131_S537","17581","Cross-sectional Study1","dog","Male",0.27,2,"No","Yes","Hill's","Facility"
"F-50186594-003S_HPN2131_S544","F-50186594-003S_HPN2131_S544","17581","Cross-sectional Study1","dog","Male",0.52,3,"No","Yes","Hill's","Facility"
"F-50186595-003S_HPN2131_S551","F-50186595-003S_HPN2131_S551","17581","Cross-sectional Study1","dog","Male",0.77,3.3,"No","Yes","Hill's","Facility"
"F-50186596-003S_HPN2131_S550","F-50186596-003S_HPN2131_S550","17582","Cross-sectional Study1","dog","Female",0.78,3.7,"No","Yes","Hill's","Facility"
"F-50186601-003S_HPN2131_S536","F-50186601-003S_HPN2131_S536","17582","Cross-sectional Study1","dog","Female",0.27,2.1,"No","Yes","Hill's","Facility"
"F-50186602-003S_HPN2131_S543","F-50186602-003S_HPN2131_S543","17582","Cross-sectional Study1","dog","Female",0.52,3.6,"No","Yes","Hill's","Facility"
"F-50186603-003S_HPN2131_S538","F-50186603-003S_HPN2131_S538","17580","Cross-sectional Study1","dog","Female",0.28,3.2,"No","Yes","Hill's","Facility"
"F-50186604-003S_HPN2131_S545","F-50186604-003S_HPN2131_S545","17580","Cross-sectional Study1","dog","Female",0.52,4.1,"Yes","Yes","Hill's","Facility"
"F-50186605-003S_HPN2131_S552","F-50186605-003S_HPN2131_S552","17580","Cross-sectional Study1","dog","Female",0.77,4.8,"No","Yes","Hill's","Facility"
"F-50186606-003S_HPN2131_S553","F-50186606-003S_HPN2131_S553","17583","Cross-sectional Study1","dog","Male",0.77,6,"No","Yes","Hill's","Facility"
"F-50194231-003S_HPN2131_S558","F-50194231-003S_HPN2131_S558","17762","Cross-sectional Study1","dog","Male",0.5,6.4,"No","No","Hill's","Facility"
"F-50194233-003S_HPN2131_S557","F-50194233-003S_HPN2131_S557","17763","Cross-sectional Study1","dog","Female",0.5,6,"No","No","Hill's","Facility"
"F-50198301-003S_HPN2131_S561","F-50198301-003S_HPN2131_S561","17783","Cross-sectional Study1","dog","Female",0.26,4.8,"No","No","Hill's","Facility"
"F-50198304-003S_HPN2131_S562","F-50198304-003S_HPN2131_S562","17784","Cross-sectional Study1","dog","Male",0.26,3.7,"No","No","Hill's","Facility"
"F-50198306-003S_HPN2131_S563","F-50198306-003S_HPN2131_S563","17780","Cross-sectional Study1","dog","Male",0.28,2.1,"No","No","Hill's","Facility"
"F-50198316-003S_HPN2131_S559","F-50198316-003S_HPN2131_S559","17782","Cross-sectional Study1","dog","Female",0.26,2.3,"No","No","Hill's","Facility"
"F-50198318-003S_HPN2131_S560","F-50198318-003S_HPN2131_S560","17781","Cross-sectional Study1","dog","Female",0.27,2.1,"No","No","Hill's","Facility"
"F-50199489-003S_HPN2131_S566","F-50199489-003S_HPN2131_S566","17790","Cross-sectional Study1","dog","Male",0.24,1.6,"No","No","Hill's","Facility"
"F-50199497-003S_HPN2131_S564","F-50199497-003S_HPN2131_S564","17792","Cross-sectional Study1","dog","Female",0.24,1.7,"No","No","Hill's","Facility"
"F-50199499-003S_HPN2131_S565","F-50199499-003S_HPN2131_S565","17791","Cross-sectional Study1","dog","Male",0.24,1.7,"No","No","Hill's","Facility"
"F-50201044-003S_CP04054_S133_L004","F-50201044-003S_CP04054_S133_L004","15686","DietInt Study2","cat","Female",5.32,3.84,"No","Yes","Hill's","Facility"
"F-50201048-003S_CP04054_S129_L004","F-50201048-003S_CP04054_S129_L004","16031","DietInt Study2","cat","Male",5.16,7.36,"No","Yes","Hill's","Facility"
"F-50201050-003S_CP04054_S164_L004","F-50201050-003S_CP04054_S164_L004","16031","DietInt Study2","cat","Male",5.25,7.05,"No","Yes","Hill's","Facility"
"F-50201052-003S_CP04054_S136_L004","F-50201052-003S_CP04054_S136_L004","15242","DietInt Study2","cat","Male",6.87,6.11,"No","Yes","Hill's","Facility"
"F-50201054-003S_CP04054_S173_L004","F-50201054-003S_CP04054_S173_L004","15242","DietInt Study2","cat","Male",6.97,6.11,"No","Yes","Hill's","Facility"
"F-50201056-003S_CP04054_S140_L004","F-50201056-003S_CP04054_S140_L004","7747","DietInt Study2","cat","Male",13.72,6.17,"No","Yes","Hill's","Facility"
"F-50201060-003S_CP04054_S141_L004","F-50201060-003S_CP04054_S141_L004","8773","DietInt Study2","cat","Female",12.07,5.08,"No","Yes","Hill's","Facility"
"F-50201062-003S_CP04054_S175_L004","F-50201062-003S_CP04054_S175_L004","8773","DietInt Study2","cat","Female",12.17,4.99,"No","Yes","Hill's","Facility"
"F-50201064-003S_CP04054_S132_L004","F-50201064-003S_CP04054_S132_L004","14061","DietInt Study2","cat","Male",9.49,5.68,"No","Yes","Hill's","Facility"
"F-50201066-003S_CP04054_S170_L004","F-50201066-003S_CP04054_S170_L004","14061","DietInt Study2","cat","Male",9.58,5.87,"No","Yes","Hill's","Facility"
"F-50201068-003S_CP04054_S142_L004","F-50201068-003S_CP04054_S142_L004","13789","DietInt Study2","cat","Female",11.42,4.86,"No","Yes","Hill's","Facility"
"F-50201070-003S_CP04054_S176_L004","F-50201070-003S_CP04054_S176_L004","13789","DietInt Study2","cat","Female",11.52,4.97,"No","Yes","Hill's","Facility"
"F-50201072-003S_CP04054_S145_L004","F-50201072-003S_CP04054_S145_L004","14924","DietInt Study2","cat","Female",7.73,5.18,"No","Yes","Hill's","Facility"
"F-50201074-003S_CP04054_S179_L004","F-50201074-003S_CP04054_S179_L004","14924","DietInt Study2","cat","Female",7.83,5.5,"No","Yes","Hill's","Facility"
"F-50201076-003S_CP04054_S111_L004","F-50201076-003S_CP04054_S111_L004","8445","DietInt Study2","cat","Female",13.81,5.4,"No","Yes","Hill's","Facility"
"F-50201080-003S_CP04054_S115_L004","F-50201080-003S_CP04054_S115_L004","14014","DietInt Study2","cat","Female",9.61,3.57,"No","Yes","Hill's","Facility"
