"sample_id","sample_id_metaphlan","subject_id","study_readable","species","sex","age","weight","antibiotics","medications","Hill's/Public","Facility/Household"
"SB-020_S308","SB-020_S308","SB-020","Cross-sectional Study2","dog","Male",12,7,"Yes","Yes","Hill's","Household"
"SB-021_S309","SB-021_S309","SB-021","Cross-sectional Study2","dog","Male",10,33.6,"No","Yes","Hill's","Household"
"SB-022_S310","SB-022_S310","SB-022","Cross-sectional Study2","dog","Male",9,9.7,"No","Yes","Hill's","Household"
"SB-024_S66","SB-024_S66","SB-024","Cross-sectional Study2","dog","Male",9.6,7.2,"No","Yes","Hill's","Household"
"SG-001_S311","SG-001_S311","SG-001","Cross-sectional Study2","dog","Female",7.4,9,"No","Yes","Hill's","Household"
"SG-002_S495","SG-002_S495","SG-002","Cross-sectional Study2","dog","Male",10.6,5.3,"No","No","Hill's","Household"
"SG-004_S312","SG-004_S312","SG-004","Cross-sectional Study2","dog","Male",8.3,41.3,"No","Yes","Hill's","Household"
"SG-005_S649","SG-005_S649","SG-005","Cross-sectional Study2","dog","Female",11.1,20.3,"No","Yes","Hill's","Household"
"SG-006_S313","SG-006_S313","SG-006","Cross-sectional Study2","dog","Female",10.6,3,"No","Yes","Hill's","Household"
"SG-007_S314","SG-007_S314","SG-007","Cross-sectional Study2","dog","Male",13.1,34.7,"No","Yes","Hill's","Household"
"SG-008_S315","SG-008_S315","SG-008","Cross-sectional Study2","dog","Female",7.5,9.3,"No","No","Hill's","Household"
"SG-009_S316","SG-009_S316","SG-009","Cross-sectional Study2","dog","Female",10.1,65.9,"No","No","Hill's","Household"
"SG-010_S317","SG-010_S317","SG-010","Cross-sectional Study2","dog","Female",9.4,48.6,"No","Yes","Hill's","Household"
"SG-011_S318","SG-011_S318","SG-011","Cross-sectional Study2","dog","Male",8.8,44.1,"No","Yes","Hill's","Household"
"SG-012_S496","SG-012_S496","SG-012","Cross-sectional Study2","dog","Female",7.4,50.8,"No","Yes","Hill's","Household"
"SG-013_S319","SG-013_S319","SG-013","Cross-sectional Study2","dog","Male",5.8,65.1,"No","Yes","Hill's","Household"
"SG-014_S567","SG-014_S567","SG-014","Cross-sectional Study2","dog","Male",13.1,39.3,"No","Yes","Hill's","Household"
"SG-016_S44","SG-016_S44","SG-016","Cross-sectional Study2","dog","Female",10.5,26.6,"No","Yes","Hill's","Household"
"SG-018_S45","SG-018_S45","SG-018","Cross-sectional Study2","dog","Male",13.2,9,"No","Yes","Hill's","Household"
"SG-019_S46","SG-019_S46","SG-019","Cross-sectional Study2","dog","Male",12.1,33.5,"No","Yes","Hill's","Household"
"SG-020_S47","SG-020_S47","SG-020","Cross-sectional Study2","dog","Female",7.2,30.8,"No","Yes","Hill's","Household"
"SG-021_S67","SG-021_S67","SG-021","Cross-sectional Study2","dog","Female",10.3,4.4,"No","Yes","Hill's","Household"
"SG-022_S48","SG-022_S48","SG-022","Cross-sectional Study2","dog","Male",12.3,3.8,"No","No","Hill's","Household"
"SG-023_S68","SG-023_S68","SG-023","Cross-sectional Study2","dog","Female",7.2,46.6,"No","No","Hill's","Household"
"SG-024_S650","SG-024_S650","SG-024","Cross-sectional Study2","dog","Male",10.9,13.6,"No","Yes","Hill's","Household"
"SG-025_S651","SG-025_S651","SG-025","Cross-sectional Study2","dog","Male",10.6,10.7,"No","Yes","Hill's","Household"
"SG-026_S49","SG-026_S49","SG-026","Cross-sectional Study2","dog","Male",12,10.3,"No","Yes","Hill's","Household"
"SG-027_S700","SG-027_S700","SG-027","Cross-sectional Study2","dog","Male",11.3,38.8,"No","Yes","Hill's","Household"
"SG-028_S497","SG-028_S497","SG-028","Cross-sectional Study2","dog","Male",17.2,5.2,"No","Yes","Hill's","Household"
"SG-029_S320","SG-029_S320","SG-029","Cross-sectional Study2","dog","Female",8.2,32.5,"No","No","Hill's","Household"
"SG-030_S568","SG-030_S568","SG-030","Cross-sectional Study2","dog","Female",9.8,17.4,"No","Yes","Hill's","Household"
"SG-031_S321","SG-031_S321","SG-031","Cross-sectional Study2","dog","Female",9.6,31.6,"No","Yes","Hill's","Household"
"SG-033_S322","SG-033_S322","SG-033","Cross-sectional Study2","dog","Male",11.3,8.3,"No","Yes","Hill's","Household"
"SG-034_S323","SG-034_S323","SG-034","Cross-sectional Study2","dog","Female",12.6,24.9,"No","Yes","Hill's","Household"
"SG-035_S50","SG-035_S50","SG-035","Cross-sectional Study2","dog","Female",13.8,14.4,"No","Yes","Hill's","Household"
"SG-036_S652","SG-036_S652","SG-036","Cross-sectional Study2","dog","Female",11.9,13.6,"No","Yes","Hill's","Household"
"SG-037_S233","SG-037_S233","SG-037","Cross-sectional Study2","dog","Male",9.2,4.5,"Yes","Yes","Hill's","Household"
"SG-038_S324","SG-038_S324","SG-038","Cross-sectional Study2","dog","Female",8.3,27.3,"No","Yes","Hill's","Household"
"SG-039_S653","SG-039_S653","SG-039","Cross-sectional Study2","dog","Male",9.3,3.6,"No","No","Hill's","Household"
"SG-040_S234","SG-040_S234","SG-040","Cross-sectional Study2","dog","Male",12.9,18.1,"No","Yes","Hill's","Household"
"SG-041_S444","SG-041_S444","SG-041","Cross-sectional Study2","dog","Female",8.8,11.3,"No","Yes","Hill's","Household"
"SG-042_S654","SG-042_S654","SG-042","Cross-sectional Study2","dog","Female",15.8,5.5,"Yes","Yes","Hill's","Household"
"SG-043_S391","SG-043_S391","SG-043","Cross-sectional Study2","dog","Male",9,28.5,"No","No","Hill's","Household"
"SG-044_S325","SG-044_S325","SG-044","Cross-sectional Study2","dog","Female",9.7,6.2,"No","Yes","Hill's","Household"
"SG-045_S392","SG-045_S392","SG-045","Cross-sectional Study2","dog","Female",7.3,8.2,"No","No","Hill's","Household"
"SG-046_S69","SG-046_S69","SG-046","Cross-sectional Study2","dog","Female",12.3,6.8,"No","Yes","Hill's","Household"
"SG-047_S445","SG-047_S445","SG-047","Cross-sectional Study2","dog","Male",7.3,12.2,"No","No","Hill's","Household"
"SG-048_S51","SG-048_S51","SG-048","Cross-sectional Study2","dog","Male",10.3,24.2,"No","Yes","Hill's","Household"
"SG-049_S52","SG-049_S52","SG-049","Cross-sectional Study2","dog","Female",10.3,28.4,"No","Yes","Hill's","Household"
"SG-050_S701","SG-050_S701","SG-050","Cross-sectional Study2","dog","Male",8.8,63,"No","No","Hill's","Household"
"SG-051_S393","SG-051_S393","SG-051","Cross-sectional Study2","dog","Male",7.2,23.2,"No","Yes","Hill's","Household"
"SG-052_S702","SG-052_S702","SG-052","Cross-sectional Study2","dog","Male",9.9,2,"No","No","Hill's","Household"
"SG-053_S703","SG-053_S703","SG-053","Cross-sectional Study2","dog","Female",9.3,44.7,"No","Yes","Hill's","Household"
"SG-054_S655","SG-054_S655","SG-054","Cross-sectional Study2","dog","Male",7.3,15.5,"No","Yes","Hill's","Household"
"SG-055_S70","SG-055_S70","SG-055","Cross-sectional Study2","dog","Male",7,9.8,"No","No","Hill's","Household"
"SG-056_S100","SG-056_S100","SG-056","Cross-sectional Study2","dog","Male",15.9,9.6,"No","Yes","Hill's","Household"
"SG-057_S729","SG-057_S729","SG-057","Cross-sectional Study2","dog","Male",10.3,41.4,"No","Yes","Hill's","Household"
"SG-058_S143","SG-058_S143","SG-058","Cross-sectional Study2","dog","Female",10.8,11.4,"No","Yes","Hill's","Household"
"SG-059_S630","SG-059_S630","SG-059","Cross-sectional Study2","dog","Male",13.1,41.4,"No","Yes","Hill's","Household"
"SG-060_S631","SG-060_S631","SG-060","Cross-sectional Study2","dog","Male",12.3,14.2,"No","Yes","Hill's","Household"
"SG-061_S656","SG-061_S656","SG-061","Cross-sectional Study2","dog","Male",8,29.5,"No","Yes","Hill's","Household"
"SG-062_S498","SG-062_S498","SG-062","Cross-sectional Study2","dog","Female",10.6,31.5,"No","Yes","Hill's","Household"
"SG-063_S632","SG-063_S632","SG-063","Cross-sectional Study2","dog","Male",7.9,39.9,"No","Yes","Hill's","Household"
"SG-064_S633","SG-064_S633","SG-064","Cross-sectional Study2","dog","Female",10,12.7,"No","Yes","Hill's","Household"
"SG-065_S394","SG-065_S394","SG-065","Cross-sectional Study2","dog","Female",11.1,11.2,"No","No","Hill's","Household"
"SG-066_S395","SG-066_S395","SG-066","Cross-sectional Study2","dog","Female",10.3,13.3,"No","No","Hill's","Household"
"SG-067_S499","SG-067_S499","SG-067","Cross-sectional Study2","dog","Female",7.7,75.3,"No","Yes","Hill's","Household"
"SG-068_S396","SG-068_S396","SG-068","Cross-sectional Study2","dog","Male",8.6,8.2,"No","Yes","Hill's","Household"
"SG-069_S71","SG-069_S71","SG-069","Cross-sectional Study2","dog","Male",7.5,11.7,"No","Yes","Hill's","Household"
"SG-070_S144","SG-070_S144","SG-070","Cross-sectional Study2","dog","Female",7.3,15.1,"No","Yes","Hill's","Household"
"SG-071_S397","SG-071_S397","SG-071","Cross-sectional Study2","dog","Female",7,30.3,"No","Yes","Hill's","Household"
"SG-072_S235","SG-072_S235","SG-072","Cross-sectional Study2","dog","Male",10.3,43.4,"No","Yes","Hill's","Household"
"SG-074_S236","SG-074_S236","SG-074","Cross-sectional Study2","dog","Female",7.6,19.8,"No","Yes","Hill's","Household"
"SG-075_S72","SG-075_S72","SG-075","Cross-sectional Study2","dog","Male",8.6,29.6,"No","No","Hill's","Household"
"SG-076_S237","SG-076_S237","SG-076","Cross-sectional Study2","dog","Male",9,28.3,"No","No","Hill's","Household"
"SG-077_S73","SG-077_S73","SG-077","Cross-sectional Study2","dog","Male",8.8,23.4,"No","No","Hill's","Household"
"SG-078_S238","SG-078_S238","SG-078","Cross-sectional Study2","dog","Male",12.8,30.5,"No","Yes","Hill's","Household"
"SG-079_S239","SG-079_S239","SG-079","Cross-sectional Study2","dog","Male",9.9,4.4,"No","Yes","Hill's","Household"
"SG-080_S326","SG-080_S326","SG-080","Cross-sectional Study2","dog","Female",7.1,39.6,"No","Yes","Hill's","Household"
"SG-081_S704","SG-081_S704","SG-081","Cross-sectional Study2","dog","Female",13.2,20,"No","No","Hill's","Household"
"SG-082_S327","SG-082_S327","SG-082","Cross-sectional Study2","dog","Female",9.2,35.7,"No","Yes","Hill's","Household"
"SG-083_S101","SG-083_S101","SG-083","Cross-sectional Study2","dog","Male",8.5,36.5,"No","Yes","Hill's","Household"
"SG-084_S398","SG-084_S398","SG-084","Cross-sectional Study2","dog","Female",11.8,49.2,"No","Yes","Hill's","Household"
"SG-085_S102","SG-085_S102","SG-085","Cross-sectional Study2","dog","Male",7.8,38.5,"No","Yes","Hill's","Household"
"SG-086_S103","SG-086_S103","SG-086","Cross-sectional Study2","dog","Female",11.7,29.8,"No","Yes","Hill's","Household"
"SG-087_S657","SG-087_S657","SG-087","Cross-sectional Study2","dog","Female",12.5,6.5,"No","No","Hill's","Household"
"SG-088_S74","SG-088_S74","SG-088","Cross-sectional Study2","dog","Female",9.8,11.1,"No","Yes","Hill's","Household"
"SG-089_S500","SG-089_S500","SG-089","Cross-sectional Study2","dog","Female",9.7,7.8,"No","Yes","Hill's","Household"
"SG-090_S658","SG-090_S658","SG-090","Cross-sectional Study2","dog","Female",12.1,33.6,"No","Yes","Hill's","Household"
"SG-091_S240","SG-091_S240","SG-091","Cross-sectional Study2","dog","Male",10.5,10.8,"No","Yes","Hill's","Household"
"SG-092_S659","SG-092_S659","SG-092","Cross-sectional Study2","dog","Female",7.3,26.9,"No","Yes","Hill's","Household"
"SG-093_S719","SG-093_S719","SG-093","Cross-sectional Study2","dog","Male",7.6,9.4,"No","Yes","Hill's","Household"
"SG-096_S634","SG-096_S634","SG-096","Cross-sectional Study2","dog","Female",7,33.8,"No","Yes","Hill's","Household"
"SG-097_S569","SG-097_S569","SG-097","Cross-sectional Study2","dog","Female",8.6,32.3,"No","Yes","Hill's","Household"
"SG-098_S501","SG-098_S501","SG-098","Cross-sectional Study2","dog","Female",7,20.8,"No","Yes","Hill's","Household"
"SG-099_S241","SG-099_S241","SG-099","Cross-sectional Study2","dog","Male",8.5,16.4,"No","Yes","Hill's","Household"
"SG-100_S502","SG-100_S502","SG-100","Cross-sectional Study2","dog","Male",8.1,43.5,"No","Yes","Hill's","Household"
"SG-101_S75","SG-101_S75","SG-101","Cross-sectional Study2","dog","Female",7.3,9.5,"No","Yes","Hill's","Household"
"SG-102_S76","SG-102_S76","SG-102","Cross-sectional Study2","dog","Female",9.4,44.5,"No","Yes","Hill's","Household"
"SG-103_S503","SG-103_S503","SG-103","Cross-sectional Study2","dog","Male",7.8,7.8,"No","Yes","Hill's","Household"
"SG-104_S635","SG-104_S635","SG-104","Cross-sectional Study2","dog","Male",10.6,15.2,"No","Yes","Hill's","Household"
"SG-105_S636","SG-105_S636","SG-105","Cross-sectional Study2","dog","Female",12.3,8.4,"No","Yes","Hill's","Household"
"SG-106_S637","SG-106_S637","SG-106","Cross-sectional Study2","dog","Male",7.6,42.9,"No","Yes","Hill's","Household"
"SG-107_S638","SG-107_S638","SG-107","Cross-sectional Study2","dog","Male",8.2,8.3,"Yes","Yes","Hill's","Household"
"SG-108_S639","SG-108_S639","SG-108","Cross-sectional Study2","dog","Male",8.8,36.7,"No","Yes","Hill's","Household"
"SG-109_S541","SG-109_S541","SG-109","Cross-sectional Study2","dog","Male",8.3,9.2,"No","Yes","Hill's","Household"
"SG-110_S542","SG-110_S542","SG-110","Cross-sectional Study2","dog","Male",7.3,6.4,"No","Yes","Hill's","Household"
"SG-111_S660","SG-111_S660","SG-111","Cross-sectional Study2","dog","Female",9,34.3,"No","Yes","Hill's","Household"
"SG-112_S543","SG-112_S543","SG-112","Cross-sectional Study2","dog","Male",7.8,11.2,"No","No","Hill's","Household"
"SG-113_S53","SG-113_S53","SG-113","Cross-sectional Study2","dog","Female",13.9,7.8,"No","Yes","Hill's","Household"
"SG-115_S54","SG-115_S54","SG-115","Cross-sectional Study2","dog","Female",10.1,23.3,"No","Yes","Hill's","Household"
"SG-116_S705","SG-116_S705","SG-116","Cross-sectional Study2","dog","Female",9.4,11.5,"No","Yes","Hill's","Household"
"SG-117_S55","SG-117_S55","SG-117","Cross-sectional Study2","dog","Male",10.2,8.3,"No","Yes","Hill's","Household"
"SG-118_S242","SG-118_S242","SG-118","Cross-sectional Study2","dog","Male",10.3,9.2,"No","Yes","Hill's","Household"
"SG-119_S145","SG-119_S145","SG-119","Cross-sectional Study2","dog","Male",8,54.7,"No","Yes","Hill's","Household"
"SG-120_S146","SG-120_S146","SG-120","Cross-sectional Study2","dog","Female",10.1,40,"No","Yes","Hill's","Household"
"SG-121_S640","SG-121_S640","SG-121","Cross-sectional Study2","dog","Male",8.4,24.5,"No","Yes","Hill's","Household"
"SG-122_S77","SG-122_S77","SG-122","Cross-sectional Study2","dog","Female",7.6,40.8,"No","Yes","Hill's","Household"
"SG-123_S661","SG-123_S661","SG-123","Cross-sectional Study2","dog","Female",8.5,26.9,"No","Yes","Hill's","Household"
"SG-125_S78","SG-125_S78","SG-125","Cross-sectional Study2","dog","Male",12,8.8,"No","Yes","Hill's","Household"
"SG-126_S79","SG-126_S79","SG-126","Cross-sectional Study2","dog","Female",7.8,23,"No","Yes","Hill's","Household"
"SG-127_S446","SG-127_S446","SG-127","Cross-sectional Study2","dog","Male",6.5,88,"No","No","Hill's","Household"
"SG-128_S80","SG-128_S80","SG-128","Cross-sectional Study2","dog","Female",5.8,80,"No","No","Hill's","Household"
"SG-129_S81","SG-129_S81","SG-129","Cross-sectional Study2","dog","Male",9.4,47.8,"No","Yes","Hill's","Household"
"SG-130_S82","SG-130_S82","SG-130","Cross-sectional Study2","dog","Male",9.3,29.4,"No","Yes","Hill's","Household"
"SG-131_S243","SG-131_S243","SG-131","Cross-sectional Study2","dog","Male",7.9,49.1,"No","Yes","Hill's","Household"
"SG-132_S244","SG-132_S244","SG-132","Cross-sectional Study2","dog","Female",11.3,42.9,"No","Yes","Hill's","Household"
"SG-133_S570","SG-133_S570","SG-133","Cross-sectional Study2","dog","Male",12,21.4,"Yes","Yes","Hill's","Household"
"SG-134_S160","SG-134_S160","SG-134","Cross-sectional Study2","dog","Male",7.7,33.8,"No","No","Hill's","Household"
"SG-135_S161","SG-135_S161","SG-135","Cross-sectional Study2","dog","Female",15.1,6.9,"No","Yes","Hill's","Household"
"SG-136_S162","SG-136_S162","SG-136","Cross-sectional Study2","dog","Female",9.5,6.3,"No","No","Hill's","Household"
"SG-138_S399","SG-138_S399","SG-138","Cross-sectional Study2","dog","Female",8,6.9,"No","Yes","Hill's","Household"
"SG-139_S83","SG-139_S83","SG-139","Cross-sectional Study2","dog","Female",7.4,20.7,"No","No","Hill's","Household"
"SG-140_S84","SG-140_S84","SG-140","Cross-sectional Study2","dog","Male",10.4,35.3,"Yes","Yes","Hill's","Household"
"SG-141_S741","SG-141_S741","SG-141","Cross-sectional Study2","dog","Female",9,63,"No","No","Hill's","Household"
"SG-142_S85","SG-142_S85","SG-142","Cross-sectional Study2","dog","Female",8.7,44.9,"No","Yes","Hill's","Household"
"SG-143_S86","SG-143_S86","SG-143","Cross-sectional Study2","dog","Male",5.8,79.7,"No","Yes","Hill's","Household"
"SG-144_S163","SG-144_S163","SG-144","Cross-sectional Study2","dog","Male",7.1,21,"No","Yes","Hill's","Household"
"SG-145_S400","SG-145_S400","SG-145","Cross-sectional Study2","dog","Female",7,10.4,"No","Yes","Hill's","Household"
"SG-147_S164","SG-147_S164","SG-147","Cross-sectional Study2","dog","Female",8.8,21,"No","Yes","Hill's","Household"
"SG-148_S165","SG-148_S165","SG-148","Cross-sectional Study2","dog","Male",7,9.1,"No","No","Hill's","Household"
"SG-149_S166","SG-149_S166","SG-149","Cross-sectional Study2","dog","Female",10.3,31.9,"No","Yes","Hill's","Household"
"SG-150_S87","SG-150_S87","SG-150","Cross-sectional Study2","dog","Male",9.1,9.7,"No","Yes","Hill's","Household"
"SG-151_S544","SG-151_S544","SG-151","Cross-sectional Study2","dog","Male",10.8,36.2,"No","Yes","Hill's","Household"
"SG-152_S545","SG-152_S545","SG-152","Cross-sectional Study2","dog","Male",9.2,9.6,"No","Yes","Hill's","Household"
"SG-153_S546","SG-153_S546","SG-153","Cross-sectional Study2","dog","Male",13,32.2,"No","Yes","Hill's","Household"
"SG-156_S447","SG-156_S447","SG-156","Cross-sectional Study2","dog","Male",5.5,8.4,"No","Yes","Hill's","Household"
"SG-157_S328","SG-157_S328","SG-157","Cross-sectional Study2","dog","Female",12.4,38.1,"No","Yes","Hill's","Household"
"SG-158_S448","SG-158_S448","SG-158","Cross-sectional Study2","dog","Male",5.8,35.2,"No","Yes","Hill's","Household"
"SG-159_S245","SG-159_S245","SG-159","Cross-sectional Study2","dog","Female",5.4,36,"No","Yes","Hill's","Household"
"SG-160_S88","SG-160_S88","SG-160","Cross-sectional Study2","dog","Female",10.8,21.7,"No","Yes","Hill's","Household"
"SG-161_S89","SG-161_S89","SG-161","Cross-sectional Study2","dog","Male",13.5,10.2,"Yes","Yes","Hill's","Household"
"SG-162_S93","SG-162_S93","SG-162","Cross-sectional Study2","dog","Female",12.7,16.3,"No","Yes","Hill's","Household"
"SG-163_S94","SG-163_S94","SG-163","Cross-sectional Study2","dog","Female",7,12.7,"No","Yes","Hill's","Household"
"SG-164_S95","SG-164_S95","SG-164","Cross-sectional Study2","dog","Male",8.5,36.6,"No","Yes","Hill's","Household"
"SG-165_S96","SG-165_S96","SG-165","Cross-sectional Study2","dog","Male",7.7,74.9,"Yes","Yes","Hill's","Household"
"SG-166_S662","SG-166_S662","SG-166","Cross-sectional Study2","dog","Male",10.3,15.1,"No","Yes","Hill's","Household"
"SG-167_S97","SG-167_S97","SG-167","Cross-sectional Study2","dog","Female",13.6,19.7,"No","Yes","Hill's","Household"
"SG-168_HPN1413_S95","SG-168_HPN1413_S95","SG-168","Cross-sectional Study2","dog","Male",6.7,37.4,"No","Yes","Hill's","Household"
"SG-169_S99","SG-169_S99","SG-169","Cross-sectional Study2","dog","Male",10,9.4,"No","Yes","Hill's","Household"
"SH-001_S56","SH-001_S56","SH-001","Cross-sectional Study2","dog","Female",13.1,21.4,"No","Yes","Hill's","Household"
"SH-002_S100","SH-002_S100","SH-002","Cross-sectional Study2","dog","Male",8.9,13,"No","Yes","Hill's","Household"
"SH-003_S167","SH-003_S167","SH-003","Cross-sectional Study2","dog","Female",8.3,36,"No","Yes","Hill's","Household"
"SH-004_S574","SH-004_S574","SH-004","Cross-sectional Study2","dog","Female",7.8,44.3,"No","Yes","Hill's","Household"
"SH-005_S641","SH-005_S641","SH-005","Cross-sectional Study2","dog","Male",13,11.2,"No","Yes","Hill's","Household"
"SH-006_S504","SH-006_S504","SH-006","Cross-sectional Study2","dog","Female",9.5,3.2,"Yes","Yes","Hill's","Household"
"SH-007_S706","SH-007_S706","SH-007","Cross-sectional Study2","dog","Female",14.9,4.9,"No","Yes","Hill's","Household"
"SH-008_S707","SH-008_S707","SH-008","Cross-sectional Study2","dog","Female",7.2,26.2,"No","No","Hill's","Household"
"SH-009_S708","SH-009_S708","SH-009","Cross-sectional Study2","dog","Female",8.3,18.9,"No","Yes","Hill's","Household"
"SH-011_S642","SH-011_S642","SH-011","Cross-sectional Study2","dog","Female",8.1,34,"No","Yes","Hill's","Household"
"SH-012_S401","SH-012_S401","SH-012","Cross-sectional Study2","dog","Female",9.7,29.8,"No","Yes","Hill's","Household"
"SH-013_S402","SH-013_S402","SH-013","Cross-sectional Study2","dog","Male",7.2,32.9,"No","Yes","Hill's","Household"
"SH-014_S403","SH-014_S403","SH-014","Cross-sectional Study2","dog","Female",9.3,5.8,"No","Yes","Hill's","Household"
"SH-015_S404","SH-015_S404","SH-015","Cross-sectional Study2","dog","Female",11.2,5.4,"No","Yes","Hill's","Household"
"SH-016_S405","SH-016_S405","SH-016","Cross-sectional Study2","dog","Female",8.3,36.7,"No","Yes","Hill's","Household"
"SH-017_S406","SH-017_S406","SH-017","Cross-sectional Study2","dog","Female",8.3,28.1,"No","No","Hill's","Household"
"SH-018_S246","SH-018_S246","SH-018","Cross-sectional Study2","dog","Female",8.3,21,"No","Yes","Hill's","Household"
"SH-019_S505","SH-019_S505","SH-019","Cross-sectional Study2","dog","Female",7.1,18.3,"No","Yes","Hill's","Household"
"SH-020_S407","SH-020_S407","SH-020","Cross-sectional Study2","dog","Male",8.7,56.2,"No","Yes","Hill's","Household"
"SH-021_S329","SH-021_S329","SH-021","Cross-sectional Study2","dog","Female",11.1,31.5,"No","Yes","Hill's","Household"
"SH-022_S104","SH-022_S104","SH-022","Cross-sectional Study2","dog","Male",11.3,46.6,"No","Yes","Hill's","Household"
"SH-023_S105","SH-023_S105","SH-023","Cross-sectional Study2","dog","Male",7.5,7.7,"No","Yes","Hill's","Household"
"SH-024_S643","SH-024_S643","SH-024","Cross-sectional Study2","dog","Male",10,40,"No","No","Hill's","Household"
"SH-025_S644","SH-025_S644","SH-025","Cross-sectional Study2","dog","Female",10.4,20,"No","Yes","Hill's","Household"
"SH-026_S101","SH-026_S101","SH-026","Cross-sectional Study2","dog","Female",10.2,41.3,"No","Yes","Hill's","Household"
"SH-027_S247","SH-027_S247","SH-027","Cross-sectional Study2","dog","Female",10.2,6.8,"No","Yes","Hill's","Household"
"SH-028_S645","SH-028_S645","SH-028","Cross-sectional Study2","dog","Male",8.5,5.3,"No","No","Hill's","Household"
"SH-029_S547","SH-029_S547","SH-029","Cross-sectional Study2","dog","Female",8.7,40.2,"No","Yes","Hill's","Household"
"SH-030_S57","SH-030_S57","SH-030","Cross-sectional Study2","dog","Male",8.7,6.1,"No","Yes","Hill's","Household"
"SH-031_S58","SH-031_S58","SH-031","Cross-sectional Study2","dog","Female",10.4,44.3,"No","Yes","Hill's","Household"
"SH-032_S248","SH-032_S248","SH-032","Cross-sectional Study2","dog","Female",7.9,6.4,"Yes","Yes","Hill's","Household"
"SH-033_S59","SH-033_S59","SH-033","Cross-sectional Study2","dog","Female",8,8.4,"No","No","Hill's","Household"
"SH-034_S60","SH-034_S60","SH-034","Cross-sectional Study2","dog","Female",7.2,11.4,"No","No","Hill's","Household"
"SH-035_S102","SH-035_S102","SH-035","Cross-sectional Study2","dog","Male",9.3,36.8,"Yes","Yes","Hill's","Household"
"SH-037_S147","SH-037_S147","SH-037","Cross-sectional Study2","dog","Female",10.7,9.4,"No","No","Hill's","Household"
"SH-038_S148","SH-038_S148","SH-038","Cross-sectional Study2","dog","Male",7.1,42.5,"No","Yes","Hill's","Household"
"SH-039_S663","SH-039_S663","SH-039","Cross-sectional Study2","dog","Male",8.2,37.6,"No","Yes","Hill's","Household"
"SH-040_S103","SH-040_S103","SH-040","Cross-sectional Study2","dog","Male",9.3,17.7,"No","Yes","Hill's","Household"
"SH-041_S104","SH-041_S104","SH-041","Cross-sectional Study2","dog","Female",10,5.1,"No","Yes","Hill's","Household"
"SH-044_S105","SH-044_S105","SH-044","Cross-sectional Study2","dog","Female",14,32.7,"No","No","Hill's","Household"
"SH-045_HPN1413_S96","SH-045_HPN1413_S96","SH-045","Cross-sectional Study2","dog","Male",7.1,5.2,"No","Yes","Hill's","Household"
"SH-046_S249","SH-046_S249","SH-046","Cross-sectional Study2","dog","Female",7.1,12.5,"No","No","Hill's","Household"
"SH-047_S107","SH-047_S107","SH-047","Cross-sectional Study2","dog","Male",7.8,23,"Yes","Yes","Hill's","Household"
"SH-048_S250","SH-048_S250","SH-048","Cross-sectional Study2","dog","Female",8.8,28.7,"No","Yes","Hill's","Household"
"SH-049_S108","SH-049_S108","SH-049","Cross-sectional Study2","dog","Male",8,6.1,"No","Yes","Hill's","Household"
"SH-050_S251","SH-050_S251","SH-050","Cross-sectional Study2","dog","Male",8.5,39.7,"Yes","Yes","Hill's","Household"
"SH-051_S252","SH-051_S252","SH-051","Cross-sectional Study2","dog","Female",8.7,9.3,"No","Yes","Hill's","Household"
"SH-052_S330","SH-052_S330","SH-052","Cross-sectional Study2","dog","Male",11.3,42.8,"No","Yes","Hill's","Household"
"SH-053_S664","SH-053_S664","SH-053","Cross-sectional Study2","dog","Male",9.8,38.1,"No","Yes","Hill's","Household"
"SH-054_S408","SH-054_S408","SH-054","Cross-sectional Study2","dog","Female",7,37.8,"No","No","Hill's","Household"
"SH-055_S168","SH-055_S168","SH-055","Cross-sectional Study2","dog","Male",10.3,4.4,"No","Yes","Hill's","Household"
"SH-056_S169","SH-056_S169","SH-056","Cross-sectional Study2","dog","Female",13.2,31.6,"No","Yes","Hill's","Household"
"SH-057_S575","SH-057_S575","SH-057","Cross-sectional Study2","dog","Male",13.2,35.7,"No","Yes","Hill's","Household"
"SH-058_S170","SH-058_S170","SH-058","Cross-sectional Study2","dog","Male",9.7,47.3,"Yes","Yes","Hill's","Household"
"SH-059_S171","SH-059_S171","SH-059","Cross-sectional Study2","dog","Male",10.7,32.6,"No","No","Hill's","Household"
"SH-060_S109","SH-060_S109","SH-060","Cross-sectional Study2","dog","Male",8.8,8.4,"No","Yes","Hill's","Household"
"SH-061_S409","SH-061_S409","SH-061","Cross-sectional Study2","dog","Male",7.4,5.2,"No","Yes","Hill's","Household"
"SH-062_S410","SH-062_S410","SH-062","Cross-sectional Study2","dog","Female",11.3,15.1,"No","Yes","Hill's","Household"
"SH-063_S411","SH-063_S411","SH-063","Cross-sectional Study2","dog","Female",10,8.2,"No","Yes","Hill's","Household"
"TC-001_S110","TC-001_S110","TC-001","Cross-sectional Study2","dog","Male",7,4.9,"No","Yes","Hill's","Household"
"TC-002_S1","TC-002_S1","TC-002","Cross-sectional Study2","dog","Female",7.2,54.1,"No","Yes","Hill's","Household"
"TC-003_S506","TC-003_S506","TC-003","Cross-sectional Study2","dog","Female",5.1,57.2,"No","Yes","Hill's","Household"
"TC-004_S730","TC-004_S730","TC-004","Cross-sectional Study2","dog","Male",9.3,22.9,"Yes","Yes","Hill's","Household"
