"feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"Coprobacter_fastidiosus_SGB_1963","species","human",1.76993327582915,0.0831998432624302,2989,57,8.09903975239812e-50,2.96085825366741e-48,"dog,facility",1.77927351579082e-48
"Collinsella_SGB62963_SGB_62963","species","cat",2.93917910063838,0.194430042984499,2989,224,1.40424194921077e-49,5.09415771729077e-48,"dog,facility",3.06592825577685e-48
"Bacteroidota_SGB_48227","species","cat",-7.54943480328492,0.485600314004799,2989,479,2.6983568047644e-49,9.71408449715182e-48,"dog,facility",5.85526872297649e-48
"Firmicutes_unclassified_SGB47660_SGB_47660","species","cat",-11.5681393240208,0.747994961582831,2989,1497,3.94214515963437e-49,1.40842095248755e-47,"dog,facility",8.50205331074803e-48
"Veillonella_magna_SGB_6926","species","cat",-5.3330420058889,0.34539690740809,2989,300,6.89240646569949e-49,2.44395405204803e-47,"dog,facility",1.47748131328358e-47
"Firmicutes_SGB_14921","species","human",0.929263293603508,0.0458623068778583,2989,56,1.70757069098717e-48,6.4423227029564e-47,"cat,facility",3.63835996025399e-47
"Prevotellaceae_SGB_1614","species","human",2.19455926306819,0.107945286803771,2989,62,1.61908425392731e-47,5.6982099563591e-46,"dog,facility",3.42916227912629e-46
"Firmicutes_SGB_3952","species","human",1.49602139697236,0.0670570574307851,2989,62,3.2969200514274e-47,1.15172407129864e-45,"dog,facility",6.94119417970162e-46
"Mediterraneibacter_SGB48424_SGB_48424","species","human",0.904136279746707,0.0498625611090879,2989,47,4.1054315388197e-47,1.53660437595823e-45,"cat,facility",8.59225523834632e-46
"Clostridium_sp_AF27_2AA_SGB_4712","species","human",1.25901363463111,0.0614244529386801,2989,55,6.59088834516242e-47,2.44745113667606e-45,"cat,facility",1.3712924751082e-45
"Clostridiaceae_SGB_4648","species","human",1.22077389824943,0.0607525829846698,2989,51,9.23322612154519e-47,3.20175694038288e-45,"dog,facility",1.90981992935119e-45
"Bacteroides_nordii_SGB_1858","species","human",1.50299695213794,0.0642151574631948,2989,78,1.0230340313615e-46,3.52162663642398e-45,"dog,facility",2.10376242379397e-45
"Clostridium_sp_AF27_2AA_SGB_4712","species","human",1.23297209570908,0.0614243326793248,2989,55,1.11453577514821e-46,3.80880486637606e-45,"dog,facility",2.2786780558955e-45
"Oscillospiraceae_SGB_15036","species","human",0.772661448189787,0.040912814881237,2989,33,4.35715716217831e-46,1.47829878970021e-44,"dog,facility",8.85704878311763e-45
"Roseburia_inulinivorans_SGB_4940","species","human",10.134210569624,0.262560960499724,2989,301,4.65307622069856e-46,1.71436777006362e-44,"cat,facility",9.40453176720618e-45
"Gemmiger_formicilis_SGB_15299","species","human",5.70788472106829,0.309593295394769,2989,152,7.43014130824048e-46,2.71632142710559e-44,"cat,facility",1.49320510268446e-44
"Blautia_obeum_SGB_4810","species","human",1.28378893344932,0.0622219332123058,2989,67,7.88406027285314e-46,2.86009448052118e-44,"cat,facility",1.57547577316845e-44
"Firmicutes_SGB_13976","species","human",1.31519132203605,0.0699908452318627,2989,50,1.44433366029195e-45,5.19960117705102e-44,"cat,facility",2.87000458227676e-44
"Bacteroidaceae_SGB_65712","species","cat",-4.24168482300209,0.285265375038416,2989,470,1.47466048780605e-45,4.96749918606666e-44,"dog,facility",2.91389617059776e-44
"Agathobaculum_desmolans_SGB_14989","species","cat",2.73737746340716,0.190154138584775,2989,290,2.07883914330939e-45,6.95305347506884e-44,"dog,facility",4.08491891660295e-44
"Bacteroidaceae_SGB_65713","species","cat",-7.61707992651336,0.512053816493448,2989,784,2.52630612850657e-45,8.39018288875843e-44,"dog,facility",4.93676506990483e-44
"Firmicutes_SGB_14252","species","human",1.58047062990452,0.0630358862799033,2989,84,2.8913102884733e-45,9.53525826604202e-44,"dog,facility",5.61899147820333e-44
"Firmicutes_SGB_14182","species","human",1.0402062591362,0.05866494031099,2989,43,3.9552386772753e-45,1.3816967112615e-43,"cat,facility",7.64463344345505e-44
"Streptococcus_alactolyticus_SGB_8017","species","cat",-5.77174671162471,0.396575482121514,2989,516,4.24941558232874e-45,1.39168360321266e-43,"dog,facility",8.16857767103084e-44
"Coprococcus_sp_AF21_14LB_SGB_25437","species","cat",-7.57480228965099,0.507046361319853,2989,1402,6.44076065880832e-45,2.09480188047862e-43,"dog,facility",1.23140380811919e-43
"Lachnospiraceae_SGB_5182","species","human",0.457400645009397,0.0325382388630212,2989,31,7.1868131670988e-45,2.45601528232159e-43,"cat,facility",1.36665366516282e-43
"Firmicutes_SGB_6601","species","human",1.07459896895176,0.0553974784245377,2989,51,1.24707077086647e-44,4.02820942151115e-43,"dog,facility",2.35876434040358e-43
"Neisseria_subflava_SGB_9450","species","human",1.3043846367497,0.0610257818855737,2989,63,1.59175301285434e-44,5.10660354327963e-43,"dog,facility",2.99469702471585e-43
"Firmicutes_SGB_15272","species","human",1.35734008377639,0.0768204542007814,2989,62,2.06472876862305e-44,7.00522364951531e-43,"cat,facility",3.86399240985171e-43
"Blautia_sp_MCC283_SGB_4828","species","human",1.5580734946091,0.0779565614706074,2989,71,2.13939949284083e-44,7.20672000588382e-43,"cat,facility",3.98266105588317e-43
"Firmicutes_SGB_69981","species","cat",-5.28544565888865,0.365966162208013,2989,560,3.53654349268785e-44,1.12691480483216e-42,"dog,facility",6.54908603855336e-43
"Eubacteriaceae_SGB_4333","species","human",1.49887115492187,0.0840708356338677,2989,53,6.4930262759029e-44,2.15641633219423e-42,"cat,facility",1.19613718426399e-42
"Clostridiaceae_unclassified_SGB4771_SGB_4771","species","human",0.851199049810689,0.0434796993670117,2989,71,8.87681279359169e-44,2.92748595346702e-42,"cat,facility",1.62680242750952e-42
"Oscillospiraceae_SGB_4425","species","human",3.01329427765813,0.166927873036045,2989,109,1.2936644412535e-43,4.23675104510523e-42,"cat,facility",2.35860367459465e-42
"Lachnospiraceae_SGB_5066","species","human",1.20812699866903,0.0694774992208407,2989,50,1.92606657133826e-43,6.09619459760485e-42,"dog,facility",3.49358844247355e-42
"Oscillospiraceae_SGB_15036","species","human",0.731726626352337,0.0406266083064438,2989,33,1.98616732971785e-43,6.45983801858579e-42,"cat,facility",3.58422134959798e-42
"Firmicutes_unclassified_SGB_4994","species","cat",-8.88688850729104,0.57370630251516,2989,1563,2.4040134204083e-43,7.55821819376368e-42,"dog,facility",4.31624135430668e-42
"Oscillospiraceae_SGB_15115","species","human",2.3585485471785,0.119739137698645,2989,75,4.00704366352212e-43,1.28552502837893e-41,"cat,facility",7.15803708983724e-42
"Firmicutes_SGB_69331","species","human",0.948177573141696,0.0554292063791577,2989,46,4.30336115426431e-43,1.37126021645341e-41,"cat,facility",7.64873789077028e-42
"Erysipelotrichaceae_SGB_106318","species","cat",2.35753588707993,0.166842079915176,2989,94,5.23451836289621e-43,1.62407819733017e-41,"dog,facility",9.25724572478195e-42
"Faecalibacterium_prausnitzii_SGB_15326","species","human",3.84504069823327,0.152507840349247,2989,153,6.31187386080028e-43,1.94554229591726e-41,"dog,facility",1.11070138535575e-41
"Butyricicoccus_SGB14985_SGB_14985","species","cat",-7.93698615781203,0.53365166666534,2989,1770,8.11133449161656e-43,2.48396451054959e-41,"dog,facility",1.42028663845781e-41
"Oscillospiraceae_SGB_15235","species","human",1.07037490897508,0.0585914372923479,2989,49,9.61697744195401e-43,2.9260429429842e-41,"dog,facility",1.67562804000942e-41
"Alistipes_SGB2302_SGB_2302","species","human",0.793155788501057,0.0419114084160456,2989,51,1.35872144115387e-42,4.10751943364208e-41,"dog,facility",2.35578320458884e-41
"Oscillospiraceae_SGB_63306","species","cat",1.99880732729331,0.142346420654733,2989,155,2.49644702877829e-42,7.49888164822827e-41,"dog,facility",4.30728445892137e-41
"Clostridium_sp_AT4_SGB_4753","species","cat",-7.23950481055448,0.509597520508274,2989,2189,4.03047116664408e-42,1.20301911530971e-40,"dog,facility",6.92027986233986e-41
"Firmicutes_SGB_4155","species","human",1.10860778924011,0.0555473154030325,2989,58,4.70459961754822e-42,1.44070725950373e-40,"cat,facility",8.0387289117237e-41
"Alistipes_SGB2302_SGB_2302","species","human",0.792720577440496,0.0419102057760298,2989,51,4.8638841489714e-42,1.47987597719672e-40,"cat,facility",8.27094145909223e-41
"Coriobacteriaceae_SGB_105121","species","cat",2.83578913138316,0.200159329659357,2989,149,5.14946051255836e-42,1.52734941995127e-40,"dog,facility",8.71466116407604e-41
"Eubacteriaceae_SGB_4335","species","human",1.12299094477473,0.0625597029465324,2989,53,6.05729953904766e-42,1.7853890391343e-40,"dog,facility",1.02022230807674e-40
"Turicibacter_bilis_SGB_6847","species","cat",-8.77010266668546,0.579366441361952,2989,1004,2.09180719566142e-41,6.12730604642189e-40,"dog,facility",3.50650334173196e-40
"Jutongia_hominis_SGB_4651","species","human",0.922878467259171,0.0510100466652574,2989,49,2.11004714608677e-41,6.29809008920582e-40,"cat,facility",3.52039469608911e-40
"Oscillospiraceae_SGB_15019","species","human",1.07313668238701,0.052746700414259,2989,59,2.70924316316998e-41,7.88690787500594e-40,"dog,facility",4.4988699850386e-40
"Victivallis_lenta_SGB_9203","species","human",1.07982100379441,0.0783531504674052,2989,55,2.89006163968252e-41,8.36167527162134e-40,"dog,facility",4.77670468203601e-40
"Prevotellaceae_SGB_1481","species","cat",-12.0729538519244,0.865374997091367,2989,1631,7.54950838250797e-41,2.17094399584802e-39,"dog,facility",1.24198191390375e-39
"Candidatus_Melainabacteria_SGB_8653","species","human",0.859938937015897,0.0523725800852416,2989,37,1.02853458877157e-40,3.0316057004042e-39,"cat,facility",1.68422538911345e-39
"Oscillospiraceae_unclassified_SGB15256_SGB_15256","species","human",2.07295139645642,0.100966902557082,2989,75,1.4379756273125e-40,4.1099957929732e-39,"dog,facility",2.34383400636143e-39
"Firmicutes_SGB_3965","species","human",2.95263171645804,0.166989691265249,2989,84,6.0854000153157e-40,1.72884014892945e-38,"dog,facility",9.87342195145488e-39
"Firmicutes_SGB_6473","species","human",1.35343329775645,0.071681620288952,2989,51,1.169891050088e-39,3.42683614423293e-38,"cat,facility",1.8894541754161e-38
"Erysipelotrichaceae_SGB_65948","species","cat",-5.90411272016688,0.437161468681209,2989,501,1.46195734650011e-39,4.12849751263144e-38,"dog,facility",2.35042869753222e-38
"Coprococcus_eutactus_SGB_5121","species","human",3.72426645907165,0.236533558190914,2989,116,2.04387960251825e-39,5.9134577947706e-38,"cat,facility",3.27113219642853e-38
"Oscillospiraceae_SGB_15052","species","human",1.05412524981263,0.0668037282460574,2989,60,3.61498725313046e-39,1.01477856462877e-37,"dog,facility",5.75955401546056e-38
"Firmicutes_SGB_14921","species","human",0.892051603365574,0.0458683171791789,2989,56,4.08136463845294e-39,1.13891808490793e-37,"dog,facility",6.47344696242513e-38
"Firmicutes_SGB_4882","species","human",2.94932383631333,0.151789706121624,2989,105,6.62522175701184e-39,1.83791445918046e-37,"dog,facility",1.04613434618531e-37
"Hydrogenoanaerobacterium_SGB53821_SGB_53821","species","cat",-8.63398550413912,0.61941428452847,2989,1499,7.22983676466168e-39,1.9939128761488e-37,"dog,facility",1.13653033940482e-37
"Blautia_luti_SGB_4832","species","human",2.57139912002257,0.140768500811967,2989,80,9.75705378404789e-39,2.67524800264941e-37,"dog,facility",1.52702209000785e-37
"Eubacteriaceae_SGB_4335","species","human",1.13984652456365,0.0704305926829118,2989,53,1.61603282370515e-38,4.61891563429909e-37,"cat,facility",2.51802118830181e-37
"Prevotella_copri_SGB_1636","species","human",4.10959731108224,0.259658009512919,2989,89,1.71034722520685e-38,4.66242630871417e-37,"dog,facility",2.65328865594589e-37
"Oscillospiraceae_SGB_4212","species","human",1.10904324054987,0.0567875882326283,2989,50,2.56293454234146e-38,7.28120439860381e-37,"cat,facility",3.9585587232584e-37
"Firmicutes_SGB_105707","species","cat",-5.19244345686412,0.383058054384943,2989,437,5.64980882895808e-38,1.53129301364174e-36,"dog,facility",8.68842340348901e-37
"Bacteroides_SGB63885_SGB_63885","species","cat",-5.98395666129807,0.444871583276041,2989,581,6.18692358548888e-38,1.6672875216666e-36,"dog,facility",9.47322455492388e-37
"Bacteroidaceae_SGB_1818","species","cat",-12.4574504986398,0.921721993581486,2989,1660,6.74618684019889e-38,1.80767142831693e-36,"dog,facility",1.0285027092148e-36
"Clostridiaceae_bacterium_SGB_6153","species","cat",-8.01217517757076,0.52804531773887,2989,795,2.66398982546926e-37,7.09795255192827e-36,"dog,facility",4.0440051556587e-36
"Slackia_SGB14781_SGB_14781","species","cat",-6.3564129647359,0.476181806707221,2989,891,3.2243864920609e-37,8.54281275087597e-36,"dog,facility",4.87378419761513e-36
"Firmicutes_SGB_6371","species","human",0.852361916942969,0.0537187295319912,2989,36,6.51269236135898e-37,1.71585794280274e-35,"dog,facility",9.80229484345817e-36
"Firmicutes_SGB_15244","species","human",2.97496097587916,0.151065281232576,2989,104,7.7628165682481e-37,2.033857940881e-35,"dog,facility",1.16343568652091e-35
"Oscillospiraceae_SGB_15238","species","human",1.1504022564905,0.0730467729602326,2989,46,8.70683667033924e-37,2.26858794128839e-35,"dog,facility",1.29941271320632e-35
"Firmicutes_SGB_6540","species","human",0.933135813901243,0.0535482535576589,2989,41,1.32645606823929e-36,3.43712462517391e-35,"dog,facility",1.97129206443797e-35
"Caniella_SGB63087_SGB_63087","species","cat",-5.54566415282427,0.428236659633847,2989,588,1.99456612609721e-36,5.14009500036854e-35,"dog,facility",2.95179095732462e-35
"Fournierella_massiliensis_SGB_15280","species","cat",-10.035258383582,0.745937943495763,2989,1432,2.26442195891721e-36,5.80381193383346e-35,"dog,facility",3.33719186195424e-35
"Erysipelatoclostridium_SGB66626_SGB_66626","species","cat",-5.71005629585995,0.440530228573214,2989,801,7.88917016422729e-36,2.01109872943221e-34,"dog,facility",1.15784211082456e-34
"Coriobacteriaceae_SGB_66221","species","cat",-4.36304039831685,0.341228285908908,2989,526,8.64797395217999e-36,2.19267984723015e-34,"dog,facility",1.26396214334135e-34
"Muribaculaceae_SGB_2126","species","cat",-6.57440571176846,0.467042965322304,2989,431,9.38503182639677e-36,2.36683476434691e-34,"dog,facility",1.36604352139775e-34
"Agathobaculum_butyriciproducens_SGB_14991","species","human",3.61291401063975,0.275715066065163,2989,115,1.02674041566243e-35,2.73565412444295e-34,"cat,facility",1.4883528074582e-34
"Bacteroidota_SGB_2067","species","cat",-7.27802102217729,0.56587452314975,2989,741,2.22480532150709e-35,5.58094781714226e-34,"dog,facility",3.21189241721248e-34
"Firmicutes_SGB_4304","species","cat",3.06909437455306,0.239876869809011,2989,268,2.57097250448933e-35,6.41518853501148e-34,"dog,facility",3.69655680828405e-34
"Firmicutes_SGB_14193","species","human",0.664944313315021,0.0407733158741166,2989,36,3.81658575748159e-35,9.47316759593852e-34,"dog,facility",5.46528899765684e-34
"Clostridium_sp_AF20_17LB_SGB_4714","species","human",2.48543263161711,0.160594644308036,2989,154,5.90761459494046e-35,1.53924367015134e-33,"cat,facility",8.42549710576791e-34
"Fusobacterium_hominis_SGB_6030","species","cat",-5.89001856024504,0.457081064771813,2989,445,8.66791140267679e-35,2.12905573828249e-33,"dog,facility",1.23126114985011e-33
"Firmicutes_SGB_72838","species","human",0.559757294134884,0.0355030581253039,2989,34,1.00868088904338e-34,2.46473527084382e-33,"dog,facility",1.42708172181857e-33
"Mogibacterium_kristiansenii_SGB_3926","species","cat",4.20983452129028,0.327839204047292,2989,227,1.489478327134e-34,3.62081432513606e-33,"dog,facility",2.09891826417249e-33
"Oscillospiraceae_SGB_15101","species","human",1.00594158641859,0.0544890923477886,2989,49,1.67076032117284e-34,4.04066957674416e-33,"dog,facility",2.34503145078902e-33
"Gemmiger_sp_An194_SGB_15283","species","cat",-4.42830072764792,0.348494216415393,2989,511,2.11533258987806e-34,5.0658601053217e-33,"dog,facility",2.94677492346962e-33
"Prevotella_SGB1635_SGB_1635","species","human",1.7041542885122,0.115530650661288,2989,66,2.11614597274889e-34,5.0658601053217e-33,"dog,facility",2.94677492346962e-33
"Firmicutes_SGB_4373","species","human",0.733747087848002,0.0532490481554874,2989,29,3.11377272205416e-34,7.4164404834381e-33,"dog,facility",4.31898592859042e-33
"Oscillospiraceae_SGB_14842","species","cat",2.878059860746,0.233001850421186,2989,292,3.87962410687995e-34,9.19412426534967e-33,"dog,facility",5.36024627579468e-33
"Firmicutes_SGB_6376","species","human",0.872142921488075,0.0524868264423424,2989,37,3.95703028794543e-34,9.33067741897532e-33,"dog,facility",5.44592067255369e-33
"Blautia_SGB4815_SGB_4815","species","human",4.44467275857602,0.264944186280162,2989,143,5.10345504644715e-34,1.29397279564757e-32,"cat,facility",6.9964808136758e-33
"Firmicutes_SGB_14874","species","human",0.791289146693039,0.0510014096677713,2989,39,5.57772461154355e-34,1.30868404318604e-32,"dog,facility",7.61714747143997e-33
"Firmicutes_SGB_4395","species","human",0.724480915435118,0.0509474545856933,2989,39,6.07487025236954e-34,1.41827168862251e-32,"dog,facility",8.26416003178118e-33
"Oscillospiraceae_SGB_15260","species","human",2.79558055065673,0.226513934223419,2989,128,7.1207490437971e-34,1.79579959842498e-32,"cat,facility",9.64984266969745e-33
"Faecalicoccus_pleomorphus_SGB_6792","species","cat",2.03461368177896,0.15710521991169,2989,123,7.34100339405699e-34,1.70542719243216e-32,"dog,facility",9.91035458197694e-33
"Pseudoruminococcus_massiliensis_SGB_4280","species","human",0.912581732049255,0.0580883916266636,2989,38,7.78416670449915e-34,1.94233493007503e-32,"cat,facility",1.04686683018302e-32
"Firmicutes_SGB_6609","species","human",0.63596502337033,0.0398754639288222,2989,37,1.14209104141794e-33,2.83479018490895e-32,"cat,facility",1.53014242935426e-32
